w_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate
090053108012034,15,6,7,2,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,1,15,0,0,2,5,2,0,15,0,0,0,0,15,14,0,0,0,1,20190825
090053108012036,6,4,2,0,0,5,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,6,0,0,0,1,1,2,4,0,0,0,0,6,0,0,0,0,6,20190825
090053108031000,55,8,28,19,11,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,44,8,2,1,0,0,51,4,8,9,25,5,28,27,0,0,0,0,55,0,0,55,0,0,20190825
090053108031001,74,34,33,7,47,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,1,0,42,27,0,4,0,1,72,2,7,13,9,11,23,51,3,0,0,71,0,2,70,0,0,2,20190825
090053108031005,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,20190825
090053108031014,3,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,1,1,1,3,0,0,0,0,2,1,2,0,1,0,0,20190825
090053108032003,3,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0,3,0,0,0,0,3,20190825
090053108032005,106,20,56,30,27,35,44,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,93,0,0,10,0,85,11,0,3,1,6,94,12,8,26,36,16,24,82,7,1,3,89,6,10,2,89,0,5,20190825
090053108032013,23,3,11,9,1,6,16,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,1,0,0,23,0,3,6,4,7,8,15,0,0,0,0,23,1,20,0,0,2,20190825
090053108032017,2,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,20190825
090053108032022,40,7,23,10,5,10,25,0,0,0,6,0,1,0,0,0,0,0,0,0,5,0,28,0,0,0,0,35,3,0,1,0,1,38,2,3,4,14,12,11,29,6,0,0,5,29,10,2,0,0,28,20190825
090053108032023,886,122,460,304,139,229,518,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,821,0,29,2,0,824,32,4,16,0,10,843,43,59,171,294,240,197,689,0,1,0,36,849,8,30,1,1,846,20190825
090053108032025,3,0,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,1,3,0,2,0,0,0,1,3,0,0,0,0,20190825
090053108032028,5,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5,0,0,0,0,0,5,0,1,2,0,2,1,4,0,0,0,0,5,5,0,0,0,0,20190825
090053108032030,11,2,3,6,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,7,0,11,0,0,0,0,0,11,0,0,3,6,0,6,5,0,0,0,5,6,11,0,0,0,0,20190825
090053108032033,66,6,42,18,4,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,65,0,0,0,1,0,63,3,4,16,23,17,13,53,0,0,0,3,63,22,26,0,0,18,20190825
090053108032036,10,4,2,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,1,8,2,1,1,1,3,0,10,10,0,0,0,0,10,0,0,0,0,20190825
090053108033000,8,1,5,2,7,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,1,0,2,0,0,6,0,0,8,0,1,1,2,3,5,3,5,1,0,0,2,8,0,0,0,0,20190825
090053108033001,95,18,51,26,10,28,57,0,0,0,0,0,0,2,0,0,38,0,11,0,36,0,0,0,6,2,0,92,3,0,0,0,0,91,4,6,18,27,26,49,46,6,0,0,2,87,22,66,1,0,6,20190825
090053108033002,160,34,94,32,5,78,77,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,10,1,5,0,3,102,58,26,37,39,24,106,54,0,0,0,0,160,0,0,159,0,1,20190825
090053108033003,169,58,66,45,57,70,42,0,0,0,0,5,0,144,0,0,12,0,0,0,0,0,0,0,8,0,0,143,16,0,7,0,3,153,16,15,43,29,24,79,90,0,0,0,0,169,10,0,0,0,159,20190825
090053108033004,84,9,46,29,23,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,28,0,0,0,0,74,6,2,0,0,2,75,9,14,20,25,16,15,69,0,0,0,0,84,0,82,0,0,2,20190825
090053108033006,11,2,3,6,4,2,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,3,1,5,7,4,0,0,0,0,11,7,0,0,0,4,20190825
090053108033007,39,6,19,14,14,9,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,23,0,0,0,0,37,0,0,1,0,1,36,3,3,7,10,13,8,31,0,0,1,0,38,19,1,0,0,19,20190825
090053108033008,37,11,17,9,26,4,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,2,1,0,0,0,37,0,5,6,6,9,12,25,0,0,0,1,36,5,26,0,6,0,20190825
090053108033009,18,0,6,12,11,4,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,18,0,3,3,6,6,13,5,0,0,0,0,18,18,0,0,0,0,20190825
090053108033010,41,2,23,16,8,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,1,0,38,0,0,3,0,0,40,1,2,5,22,10,8,33,0,0,0,2,39,7,34,0,0,0,20190825
090053108033012,22,6,15,1,9,8,5,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,14,0,0,2,0,17,3,0,0,0,2,14,8,2,5,7,2,8,14,3,0,0,0,19,19,0,3,0,0,20190825
090053108033013,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090053108033014,2,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090053108033015,11,2,8,1,1,3,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,2,4,3,9,2,0,0,0,0,11,11,0,0,0,0,20190825
090053108033017,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,20190825
090053108041000,269,79,143,47,66,125,78,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,236,19,1,4,0,9,235,34,21,38,83,48,39,230,0,0,0,0,269,4,0,0,264,1,20190825
090053108041001,13,4,6,3,1,10,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,13,0,1,0,7,1,6,7,0,0,0,0,13,2,0,0,0,11,20190825
090053108041002,6,5,1,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,1,6,0,4,0,0,0,2,5,0,0,0,1,20190825
090053108041005,7,4,2,1,0,7,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,3,0,0,6,1,0,0,2,2,3,7,0,0,0,0,20190825
090053108041015,5,1,2,2,1,2,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,5,0,1,2,0,1,5,0,0,0,0,0,5,5,0,0,0,0,20190825
090053108041022,11,4,6,1,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,8,3,0,0,0,0,11,0,0,1,3,3,5,6,2,0,1,0,8,3,0,0,0,8,20190825
090053108041029,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,20190825
090053108041032,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,20190825
090053108041033,21,5,13,3,9,7,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,15,0,0,2,0,11,8,0,1,0,1,19,2,1,4,8,3,5,16,0,1,0,1,19,7,0,1,1,12,20190825
090053108041034,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090053108041038,4,1,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,1,3,4,0,0,0,0,4,0,0,0,0,20190825
090053108041046,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,20190825
090053201001001,113,23,56,34,19,68,26,0,0,0,8,30,25,0,4,0,0,0,0,0,0,0,0,0,0,46,0,100,8,4,1,0,0,93,20,18,28,24,20,63,50,9,0,0,0,104,44,64,3,0,2,20190825
090053201001004,11,2,4,5,3,4,4,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,3,5,1,4,7,0,0,2,0,9,10,0,0,0,1,20190825
090053201001005,504,53,221,230,14,97,393,0,0,0,0,490,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,409,15,1,73,1,5,453,51,64,146,146,95,385,119,0,0,0,96,408,24,0,72,0,408,20190825
090053201001007,16,5,7,4,0,12,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,15,1,4,4,2,1,13,3,0,0,0,0,16,16,0,0,0,0,20190825
090053201001008,16,7,8,1,4,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,8,0,0,0,0,15,1,2,5,1,1,5,11,1,0,0,0,15,3,0,0,0,13,20190825
090053201001009,11,5,5,1,1,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,11,0,1,1,3,1,9,2,0,4,0,0,7,10,0,0,0,1,20190825
090053201001012,12,3,4,5,4,6,2,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,11,1,0,0,0,0,10,2,2,3,4,0,7,5,0,5,2,0,5,7,0,0,0,5,20190825
090053201001015,84,11,42,31,20,17,47,0,0,0,0,0,0,0,0,0,0,6,6,0,3,21,48,0,0,0,0,78,1,0,2,2,1,80,4,6,17,24,26,21,63,0,3,0,2,79,56,0,2,0,26,20190825
090053201001019,23,3,15,5,5,14,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,16,0,0,2,0,19,2,0,0,0,2,21,2,3,6,5,6,9,14,4,0,2,3,14,9,0,0,0,14,20190825
090053201001026,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,20190825
090053201001031,5,2,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,2,1,3,2,0,0,0,0,5,5,0,0,0,0,20190825
090053201001033,16,3,8,5,6,6,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,1,0,0,16,0,0,4,5,4,11,5,0,6,0,0,10,16,0,0,0,0,20190825
090053201001035,128,20,62,46,23,27,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,30,0,124,1,0,3,0,0,127,1,6,28,27,47,48,80,0,0,0,0,128,0,30,98,0,0,20190825
090053201001037,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,20190825
090053201002000,32,6,12,14,2,16,14,0,0,0,0,21,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,31,0,1,0,0,0,31,1,3,7,7,9,17,15,0,0,1,0,31,6,26,0,0,0,20190825
090053201002006,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,20190825
090053201002011,5,0,4,1,0,5,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,1,0,3,4,1,0,0,2,3,0,5,0,0,0,0,20190825
090053201002012,9,3,2,4,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,2,0,0,0,0,9,0,1,0,3,2,2,7,7,0,0,0,2,9,0,0,0,0,20190825
090053201002021,4,1,3,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,1,0,2,2,0,0,0,0,4,4,0,0,0,0,20190825
090053201002025,3,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,1,1,0,3,0,0,0,0,3,3,0,0,0,0,20190825
090053201002026,9,1,6,2,2,1,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,2,2,3,5,4,0,0,4,0,5,8,0,0,0,1,20190825
090053201002029,17,2,10,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,16,0,0,1,0,0,16,1,1,6,7,1,5,12,0,0,0,0,17,17,0,0,0,0,20190825
090053201002030,78,14,34,30,15,38,25,0,0,0,0,0,0,0,3,0,0,0,0,17,0,58,0,0,0,0,0,75,1,0,2,0,0,76,2,5,15,20,24,12,66,0,0,0,0,78,0,0,76,0,2,20190825
090053201002032,16,4,5,7,7,6,3,0,0,0,0,5,1,3,0,0,0,1,0,0,0,0,0,2,0,4,0,16,0,0,0,0,0,15,1,1,4,5,2,4,12,0,0,4,5,7,16,0,0,0,0,20190825
090053201002036,156,51,64,41,61,59,36,0,0,0,0,0,0,129,0,0,8,0,0,0,0,0,4,0,8,7,0,136,16,0,3,0,1,142,14,9,39,35,22,79,77,11,0,0,0,145,33,0,1,0,122,20190825
090053201003000,2,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,1,1,0,0,0,0,2,2,0,0,0,0,20190825
090053201003001,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,2,0,1,3,0,0,0,0,0,3,3,0,0,0,0,20190825
090053201003003,6,1,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,5,1,0,0,4,1,2,4,0,0,0,0,6,5,0,1,0,0,20190825
090053201003004,12,3,6,3,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,12,0,1,2,6,0,4,8,0,0,8,0,4,12,0,0,0,0,20190825
090053201003008,8,5,2,1,2,2,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,1,2,0,8,0,0,0,0,0,8,8,0,0,0,0,20190825
090053201003010,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,1,0,3,0,0,0,0,3,3,0,0,0,0,20190825
090053201003011,33,22,6,5,14,7,12,0,0,0,0,0,1,1,0,0,0,0,13,0,0,0,0,0,18,0,0,30,3,0,0,0,0,33,0,1,3,4,3,15,18,0,0,0,18,15,31,0,2,0,0,20190825
090053201003012,6,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,0,2,2,2,5,1,0,0,0,0,6,6,0,0,0,0,20190825
090053201003014,79,13,32,34,9,22,48,0,0,0,0,0,0,1,0,0,0,0,0,71,0,0,2,0,3,2,0,78,1,0,0,0,0,77,2,2,18,19,27,19,60,0,0,3,0,76,8,0,69,0,2,20190825
090053201003017,8,2,6,0,7,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,2,0,0,8,0,0,2,1,3,5,3,5,0,0,0,3,8,0,0,0,0,20190825
090053201004000,3,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,1,2,1,0,1,0,0,2,3,0,0,0,0,20190825
090053201004002,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,20190825
090053201004003,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,20190825
090053201004005,19,1,10,8,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,19,0,0,4,10,4,1,18,0,0,0,0,19,16,3,0,0,0,20190825
090053201004008,2,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,2,0,2,0,0,0,0,20190825
090053201004009,23,1,10,12,1,10,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,21,2,6,4,9,3,17,6,0,0,0,0,23,0,23,0,0,0,20190825
090053201004010,30,13,8,9,17,9,4,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,2,17,0,0,28,1,0,0,0,1,30,0,1,5,4,7,3,27,17,3,0,2,8,9,17,4,0,0,20190825
090053201004011,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,0,0,3,0,2,1,0,0,0,3,0,0,0,0,20190825
090053201004012,15,0,9,6,3,3,9,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,1,5,3,6,7,8,0,0,0,0,15,14,0,0,0,1,20190825
090053201004013,15,0,13,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,13,0,1,1,0,0,6,9,5,2,4,4,1,14,13,0,0,0,2,14,1,0,0,0,20190825
090053201004014,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,20190825
090053201004015,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,20190825
090053201004016,99,8,52,39,18,35,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,95,0,2,0,0,93,1,0,4,0,1,96,3,5,24,38,24,12,87,2,0,3,0,94,4,0,92,0,3,20190825
090053201004017,81,35,28,18,59,16,6,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,5,0,15,46,0,74,2,1,0,0,4,76,5,3,8,17,18,19,62,6,0,0,0,75,39,0,42,0,0,20190825
090053201004019,6,1,4,1,2,4,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,1,1,3,1,5,0,0,0,4,2,6,0,0,0,0,20190825
090053201004024,6,2,4,0,1,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,6,0,0,2,0,2,3,3,0,0,0,0,6,6,0,0,0,0,20190825
090053202001000,5,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,2,1,2,1,4,0,0,0,0,5,5,0,0,0,0,20190825
090053202001008,6,1,4,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,0,0,2,3,0,1,5,5,0,0,1,0,5,0,0,0,1,20190825
090053202001020,6,2,4,0,1,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,0,2,4,2,0,0,0,0,6,6,0,0,0,0,20190825
090053202001031,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090053202001033,13,3,5,5,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,1,0,0,0,0,13,0,1,2,3,4,2,11,0,0,0,0,13,12,1,0,0,0,20190825
090053202001038,12,4,7,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,1,0,0,0,0,10,2,2,2,3,1,3,9,0,0,0,0,12,0,0,0,12,0,20190825
090053202001040,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,20190825
090053202001043,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,20190825
090053202001047,10,1,4,5,0,3,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,10,0,3,4,2,0,9,1,0,0,0,0,10,10,0,0,0,0,20190825
090053202002000,4,1,3,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,2,1,0,2,2,0,0,0,4,0,4,0,0,0,0,20190825
090053202002001,76,33,31,12,29,40,7,0,0,0,0,10,0,4,12,0,0,0,0,0,0,0,0,0,47,3,0,58,13,0,1,0,4,56,20,8,10,15,10,31,45,0,0,0,20,56,11,0,48,0,17,20190825
090053202002002,36,2,18,16,3,6,27,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,2,0,0,36,0,6,11,6,11,28,8,0,0,0,0,36,3,0,0,0,33,20190825
090053202002003,3,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,0,2,1,0,0,0,0,3,3,0,0,0,0,20190825
090053202002004,141,26,73,42,34,35,72,0,0,0,0,9,0,11,29,42,0,0,11,0,1,0,4,0,29,5,0,127,10,0,0,1,3,131,10,15,42,25,33,88,53,3,0,0,4,134,29,62,0,0,50,20190825
090053202002009,23,2,15,6,0,3,20,0,0,0,7,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,22,1,0,0,0,0,22,1,2,7,7,5,19,4,0,0,0,0,23,7,0,16,0,0,20190825
090053202002010,3,0,2,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,1,0,3,0,0,0,0,0,3,3,0,0,0,0,20190825
090053202002014,9,2,3,4,1,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,2,3,1,9,0,0,0,0,0,9,9,0,0,0,0,20190825
090053202002019,27,3,18,6,5,9,13,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,2,19,8,4,7,7,6,23,4,0,0,0,0,27,2,24,0,0,1,20190825
090053202002022,9,1,6,2,4,1,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,4,5,5,0,1,2,9,0,0,0,0,0,9,9,0,0,0,0,20190825
090053202002027,6,1,3,2,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,1,2,4,2,0,0,0,0,6,0,0,0,0,6,20190825
090053202002029,33,3,12,18,6,9,18,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,0,4,0,0,33,0,3,12,8,7,24,9,0,0,0,0,33,3,29,0,0,1,20190825
090053202003000,11,4,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,11,0,0,0,0,0,11,0,1,4,1,1,0,11,0,0,0,1,10,1,10,0,0,0,20190825
090053202003001,29,8,10,11,7,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,27,1,0,0,0,1,29,0,1,5,8,7,3,26,0,0,0,0,29,0,28,0,0,1,20190825
090053202003002,3,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,1,1,3,0,0,0,0,0,3,3,0,0,0,0,20190825
090053202003004,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20190825
090053202003006,4,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,4,0,0,0,1,2,4,0,0,0,0,0,4,4,0,0,0,0,20190825
090053202003007,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,2,20190825
