id,name,stco,subreg,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,geotype,yr
900174190,"Stratford town, Fairfield County, Connecticut",09001,CT,901,4923,4594,35498,40092,170,419,29085,municipality,2010
900177200,"Trumbull town, Fairfield County, Connecticut",09001,CT,1128,808,1192,49468,50660,86,272,47174,municipality,2000
900177200,"Trumbull town, Fairfield County, Connecticut",09001,CT,1047,751,1311,25465,26776,65,172,23430,municipality,2010
900183430,"Weston town, Fairfield County, Connecticut",09001,CT,268,144,266,13150,13416,32,36,12670,municipality,2000
900183430,"Weston town, Fairfield County, Connecticut",09001,CT,201,90,203,6666,6869,14,45,6316,municipality,2010
900183500,"Westport town, Fairfield County, Connecticut",09001,CT,874,438,808,36310,37118,52,158,34788,municipality,2000
900183500,"Westport town, Fairfield County, Connecticut",09001,CT,706,223,574,17950,18524,37,105,16879,municipality,2010
900186370,"Wilton town, Fairfield County, Connecticut",09001,CT,628,160,366,23774,24140,34,74,22878,municipality,2000
900186370,"Wilton town, Fairfield County, Connecticut",09001,CT,533,123,333,12047,12380,17,68,11306,municipality,2010
900502760,"Barkhamsted town, Litchfield County, Connecticut",09005,CT,16,4,32,5210,5242,16,18,5156,municipality,2000
900502760,"Barkhamsted town, Litchfield County, Connecticut",09005,CT,15,6,32,2877,2909,6,24,2826,municipality,2010
900504930,"Bethlehem town, Litchfield County, Connecticut",09005,CT,32,12,28,5090,5118,22,36,4988,municipality,2000
900504930,"Bethlehem town, Litchfield County, Connecticut",09005,CT,15,12,37,2823,2860,6,21,2769,municipality,2010
900508210,"Bridgewater town, Litchfield County, Connecticut",09005,CT,24,20,14,2828,2842,2,22,2760,municipality,2000
900508210,"Bridgewater town, Litchfield County, Connecticut",09005,CT,13,9,18,1385,1403,5,4,1354,municipality,2010
900510940,"Canaan town, Litchfield County, Connecticut",09005,CT,4,30,4,1648,1652,8,10,1596,municipality,2000
900510940,"Canaan town, Litchfield County, Connecticut",09005,CT,1,7,10,1009,1019,2,9,990,municipality,2010
900516050,"Colebrook town, Litchfield County, Connecticut",09005,CT,12,16,36,2184,2220,0,2,2154,municipality,2000
900516050,"Colebrook town, Litchfield County, Connecticut",09005,CT,9,2,10,1162,1172,1,7,1143,municipality,2010
900517240,"Cornwall town, Litchfield County, Connecticut",09005,CT,14,4,22,2146,2168,2,16,2110,municipality,2000
900517240,"Cornwall town, Litchfield County, Connecticut",09005,CT,6,2,17,1124,1141,1,9,1106,municipality,2010
900532290,"Goshen town, Litchfield County, Connecticut",09005,CT,34,14,52,4116,4168,6,16,4046,municipality,2000
900532290,"Goshen town, Litchfield County, Connecticut",09005,CT,25,7,42,2319,2361,4,8,2275,municipality,2010
900537280,"Harwinton town, Litchfield County, Connecticut",09005,CT,28,8,44,7874,7918,18,16,7804,municipality,2000
900537280,"Harwinton town, Litchfield County, Connecticut",09005,CT,29,10,46,4311,4357,6,13,4253,municipality,2010
900540290,"Kent town, Litchfield County, Connecticut",09005,CT,24,24,92,4318,4410,38,26,4206,municipality,2000
900540290,"Kent town, Litchfield County, Connecticut",09005,CT,39,29,61,2353,2414,16,18,2251,municipality,2010
900543370,"Litchfield town, Litchfield County, Connecticut",09005,CT,44,52,92,12348,12440,46,62,12144,municipality,2000
900543370,"Litchfield town, Litchfield County, Connecticut",09005,CT,51,35,105,6574,6679,19,52,6417,municipality,2010
900549460,"Morris town, Litchfield County, Connecticut",09005,CT,22,22,24,3448,3472,12,24,3368,municipality,2000
900549460,"Morris town, Litchfield County, Connecticut",09005,CT,17,11,28,1876,1904,2,16,1830,municipality,2010
900551350,"New Hartford town, Litchfield County, Connecticut",09005,CT,64,46,90,8808,8898,14,22,8662,municipality,2000
900551350,"New Hartford town, Litchfield County, Connecticut",09005,CT,52,15,65,5273,5338,5,31,5170,municipality,2010
900552630,"New Milford town, Litchfield County, Connecticut",09005,CT,690,568,970,38400,39370,134,406,36602,municipality,2000
900552630,"New Milford town, Litchfield County, Connecticut",09005,CT,530,360,1127,20176,21303,92,186,19008,municipality,2010
900553470,"Norfolk town, Litchfield County, Connecticut",09005,CT,14,16,22,2512,2534,20,4,2458,municipality,2000
900553470,"Norfolk town, Litchfield County, Connecticut",09005,CT,5,12,15,1333,1348,3,4,1309,municipality,2010
900554030,"North Canaan town, Litchfield County, Connecticut",09005,CT,4,64,106,5034,5140,6,38,4922,municipality,2000
900554030,"North Canaan town, Litchfield County, Connecticut",09005,CT,6,30,139,2488,2627,4,14,2434,municipality,2010
900560750,"Plymouth town, Litchfield County, Connecticut",09005,CT,62,110,182,17090,17272,42,114,16762,municipality,2000
900560750,"Plymouth town, Litchfield County, Connecticut",09005,CT,69,73,227,9309,9536,22,87,9058,municipality,2010
900565930,"Roxbury town, Litchfield County, Connecticut",09005,CT,30,6,44,3256,3300,18,12,3190,municipality,2000
900565930,"Roxbury town, Litchfield County, Connecticut",09005,CT,13,12,31,1795,1826,5,14,1751,municipality,2010
900566420,"Salisbury town, Litchfield County, Connecticut",09005,CT,38,98,70,6100,6170,20,32,5912,municipality,2000
900566420,"Salisbury town, Litchfield County, Connecticut",09005,CT,29,42,68,3055,3123,1,27,2956,municipality,2010
900567960,"Sharon town, Litchfield County, Connecticut",09005,CT,22,38,64,4606,4670,18,26,4502,municipality,2000
900567960,"Sharon town, Litchfield County, Connecticut",09005,CT,16,37,44,2288,2332,3,14,2218,municipality,2010
900575730,"Thomaston town, Litchfield County, Connecticut",09005,CT,46,54,148,11060,11208,14,46,10900,municipality,2000
900575730,"Thomaston town, Litchfield County, Connecticut",09005,CT,43,18,122,5950,6072,18,34,5837,municipality,2010
900576570,"Torrington town, Litchfield County, Connecticut",09005,CT,938,946,1344,52838,54182,138,462,50354,municipality,2000
900576570,"Torrington town, Litchfield County, Connecticut",09005,CT,560,585,1912,26812,28724,79,302,25286,municipality,2010
900579510,"Warren town, Litchfield County, Connecticut",09005,CT,16,4,6,1934,1940,8,14,1892,municipality,2000
900579510,"Warren town, Litchfield County, Connecticut",09005,CT,16,5,19,1128,1147,2,2,1103,municipality,2010
900579720,"Washington town, Litchfield County, Connecticut",09005,CT,88,20,100,5340,5440,10,60,5162,municipality,2000
900579720,"Washington town, Litchfield County, Connecticut",09005,CT,17,13,110,2795,2905,5,15,2745,municipality,2010
900580490,"Watertown town, Litchfield County, Connecticut",09005,CT,378,206,480,32104,32584,60,168,31292,municipality,2000
900580490,"Watertown town, Litchfield County, Connecticut",09005,CT,281,216,511,17144,17655,46,119,16482,municipality,2010
900586440,"Winchester town, Litchfield County, Connecticut",09005,CT,136,108,414,15946,16360,58,168,15476,municipality,2000
900586440,"Winchester town, Litchfield County, Connecticut",09005,CT,72,93,374,8570,8944,22,81,8302,municipality,2010
900587910,"Woodbury town, Litchfield County, Connecticut",09005,CT,156,68,188,13788,13976,40,34,13490,municipality,2000
900587910,"Woodbury town, Litchfield County, Connecticut",09005,CT,135,46,154,7722,7876,21,54,7466,municipality,2010
900900000,"County subdivisions not defined, New Haven County, Connecticut",09009,CT,0,0,0,0,0,0,0,0,municipality,2000
900900000,"County subdivisions not defined, New Haven County, Connecticut",09009,CT,0,0,0,0,0,0,0,0,municipality,2010
900901220,"Ansonia town, New Haven County, Connecticut",09009,CT,312,1898,1646,26484,28130,120,344,23810,municipality,2000
900901220,"Ansonia town, New Haven County, Connecticut",09009,CT,266,1369,1963,12707,14670,53,179,10840,municipality,2010
900903250,"Beacon Falls town, New Haven County, Connecticut",09009,CT,84,56,150,7694,7844,12,54,7488,municipality,2000
900903250,"Beacon Falls town, New Haven County, Connecticut",09009,CT,51,66,187,4485,4672,6,33,4329,municipality,2010
900904580,"Bethany town, New Haven County, Connecticut",09009,CT,88,150,126,7202,7328,30,28,6906,municipality,2000
900904580,"Bethany town, New Haven County, Connecticut",09009,CT,191,76,90,4124,4214,11,19,3827,municipality,2010
900907310,"Branford town, New Haven County, Connecticut",09009,CT,1126,592,1006,44504,45510,74,352,42360,municipality,2000
900907310,"Branford town, New Haven County, Connecticut",09009,CT,739,395,782,22282,23064,63,156,20929,municipality,2010
900914160,"Cheshire town, New Haven County, Connecticut",09009,CT,1002,2268,1808,40874,42682,126,330,37148,municipality,2000
900914160,"Cheshire town, New Haven County, Connecticut",09009,CT,1000,1178,953,21215,22168,39,127,18871,municipality,2010
900919550,"Derby town, New Haven County, Connecticut",09009,CT,330,566,1186,18222,19408,36,188,17102,municipality,2000
900919550,"Derby town, New Haven County, Connecticut",09009,CT,216,578,1218,8976,10194,50,89,8043,municipality,2010
900922910,"East Haven town, New Haven County, Connecticut",09009,CT,770,548,1644,42224,43868,68,308,40530,municipality,2000
900922910,"East Haven town, New Haven County, Connecticut",09009,CT,719,574,1953,21649,23602,49,155,20152,municipality,2010
900934950,"Guilford town, New Haven County, Connecticut",09009,CT,460,300,590,31330,31920,28,200,30342,municipality,2000
900934950,"Guilford town, New Haven County, Connecticut",09009,CT,349,117,487,16611,17098,17,109,16019,municipality,2010
900935650,"Hamden town, New Haven County, Connecticut",09009,CT,3058,11936,3082,87078,90160,260,994,70830,municipality,2000
900935650,"Hamden town, New Haven County, Connecticut",09009,CT,2475,8668,3582,45756,49338,124,621,33868,municipality,2010
900944560,"Madison town, New Haven County, Connecticut",09009,CT,396,82,296,25336,25632,20,172,24666,municipality,2000
900944560,"Madison town, New Haven County, Connecticut",09009,CT,267,63,226,13264,13490,21,83,12830,municipality,2010
900946520,"Meriden town, New Haven County, Connecticut",09009,CT,1160,4336,14832,71724,86556,280,1006,64942,municipality,2000
900946520,"Meriden town, New Haven County, Connecticut",09009,CT,924,3535,11088,35227,46315,134,502,30132,municipality,2010
900946940,"Middlebury town, New Haven County, Connecticut",09009,CT,128,32,100,9638,9738,12,50,9416,municipality,2000
900946940,"Middlebury town, New Haven County, Connecticut",09009,CT,191,45,119,5593,5712,15,36,5306,municipality,2010
900947535,"Milford town, New Haven County, Connecticut",09009,CT,1778,1346,2298,78956,81254,252,572,75008,municipality,2000
900947535,"Milford town, New Haven County, Connecticut",09009,CT,2003,916,1806,40403,42209,121,319,37044,municipality,2010
900949950,"Naugatuck town, New Haven County, Connecticut",09009,CT,780,1114,1654,43674,45328,284,554,40942,municipality,2000
900949950,"Naugatuck town, New Haven County, Connecticut",09009,CT,664,982,1817,22665,24482,174,274,20571,municipality,2010
900952070,"New Haven town, New Haven County, Connecticut",09009,CT,8208,59176,33424,150936,184360,1246,4166,78140,municipality,2000
900952070,"New Haven town, New Haven County, Connecticut",09009,CT,5232,31173,23936,76261,100197,635,1914,37307,municipality,2010
900953890,"North Branford town, New Haven County, Connecticut",09009,CT,172,208,296,20396,20692,16,98,19902,municipality,2000
900953890,"North Branford town, New Haven County, Connecticut",09009,CT,155,147,247,10978,11225,14,60,10602,municipality,2010
900954870,"North Haven town, New Haven County, Connecticut",09009,CT,1102,796,582,35084,35666,44,188,32954,municipality,2000
900954870,"North Haven town, New Haven County, Connecticut",09009,CT,815,551,602,18487,19089,36,127,16958,municipality,2010
900957600,"Orange town, New Haven County, Connecticut",09009,CT,714,160,264,19694,19958,20,128,18672,municipality,2000
900957600,"Orange town, New Haven County, Connecticut",09009,CT,723,134,264,10446,10710,28,64,9497,municipality,2010
900958300,"Oxford town, New Haven County, Connecticut",09009,CT,88,76,226,14090,14316,36,54,13836,municipality,2000
900958300,"Oxford town, New Haven County, Connecticut",09009,CT,131,103,269,9329,9598,22,60,9013,municipality,2010
900962290,"Prospect town, New Haven County, Connecticut",09009,CT,88,194,208,12862,13070,36,66,12478,municipality,2000
900962290,"Prospect town, New Haven County, Connecticut",09009,CT,55,137,210,7071,7281,19,38,6822,municipality,2010
900967610,"Seymour town, New Haven County, Connecticut",09009,CT,370,300,584,22950,23534,80,100,22100,municipality,2000
900967610,"Seymour town, New Haven County, Connecticut",09009,CT,250,283,683,12239,12922,23,99,11584,municipality,2010
900969640,"Southbury town, New Haven County, Connecticut",09009,CT,272,144,382,28296,28678,40,128,27712,municipality,2000
900969640,"Southbury town, New Haven County, Connecticut",09009,CT,363,114,310,15544,15854,29,83,14955,municipality,2010
900978740,"Wallingford town, New Haven County, Connecticut",09009,CT,1072,626,2526,62874,65400,128,426,60622,municipality,2000
900978740,"Wallingford town, New Haven County, Connecticut",09009,CT,1093,466,2327,33330,35657,71,232,31468,municipality,2010
900980070,"Waterbury town, New Haven County, Connecticut",09009,CT,2338,21358,27332,130302,157634,1356,2952,102298,municipality,2000
900980070,"Waterbury town, New Haven County, Connecticut",09009,CT,1454,13854,21686,60415,82101,1138,1341,42628,municipality,2010
900982870,"West Haven town, New Haven County, Connecticut",09009,CT,2356,11176,6186,74318,80504,310,1414,59062,municipality,2000
900982870,"West Haven town, New Haven County, Connecticut",09009,CT,1604,7563,6791,37218,44009,215,678,27158,municipality,2010
900987560,"Wolcott town, New Haven County, Connecticut",09009,CT,162,284,334,22180,22514,46,136,21552,municipality,2000
900987560,"Wolcott town, New Haven County, Connecticut",09009,CT,134,192,353,12419,12772,29,90,11974,municipality,2010
900987700,"Woodbridge town, New Haven County, Connecticut",09009,CT,648,192,186,12788,12974,22,132,11794,municipality,2000
900987700,"Woodbridge town, New Haven County, Connecticut",09009,CT,552,130,174,6686,6860,14,60,5930,municipality,2010
3400300700,"Allendale borough, Bergen County, New Jersey",34003,INJ,538,34,198,9128,9326,16,30,8510,municipality,2000
3400300700,"Allendale borough, Bergen County, New Jersey",34003,INJ,423,24,184,4474,4658,4,25,3998,municipality,2010
3400301090,"Alpine borough, Bergen County, New Jersey",34003,INJ,604,44,78,3210,3288,6,30,2526,municipality,2000
3400301090,"Alpine borough, Bergen County, New Jersey",34003,INJ,394,30,66,1365,1431,2,23,916,municipality,2010
3400305170,"Bergenfield borough, Bergen County, New Jersey",34003,INJ,7370,2320,6158,33294,39452,174,614,22816,municipality,2000
3400305170,"Bergenfield borough, Bergen County, New Jersey",34003,INJ,5241,1301,5005,15356,20361,70,316,8428,municipality,2010
3400306490,"Bogota borough, Bergen County, New Jersey",34003,INJ,930,512,2440,9882,12322,70,248,8122,municipality,2000
3400306490,"Bogota borough, Bergen County, New Jersey",34003,INJ,613,416,2215,4029,6244,54,83,2863,municipality,2010
3400310480,"Carlstadt borough, Bergen County, New Jersey",34003,INJ,554,102,666,8914,9580,18,44,8196,municipality,2000
3400310480,"Carlstadt borough, Bergen County, New Jersey",34003,INJ,400,80,764,4125,4889,22,35,3588,municipality,2010
3400313570,"Cliffside Park borough, Bergen County, New Jersey",34003,INJ,4524,594,6220,32032,38252,128,578,26208,municipality,2000
3400313570,"Cliffside Park borough, Bergen County, New Jersey",34003,INJ,2709,448,5067,14459,19526,176,292,10834,municipality,2010
3400313810,"Closter borough, Bergen County, New Jersey",34003,INJ,2432,116,456,11620,12076,24,98,8950,municipality,2000
3400313810,"Closter borough, Bergen County, New Jersey",34003,INJ,1884,79,346,5789,6135,10,47,3769,municipality,2010
3400315820,"Cresskill borough, Bergen County, New Jersey",34003,INJ,1946,100,394,11026,11420,16,118,8846,municipality,2000
3400315820,"Cresskill borough, Bergen County, New Jersey",34003,INJ,1608,45,357,5920,6277,9,36,4222,municipality,2010
3400317530,"Demarest borough, Bergen County, New Jersey",34003,INJ,1338,38,238,6650,6888,10,52,5212,municipality,2000
3400317530,"Demarest borough, Bergen County, New Jersey",34003,INJ,914,19,150,3390,3540,3,37,2417,municipality,2010
3400318400,"Dumont borough, Bergen County, New Jersey",34003,INJ,2720,322,2032,24446,26478,38,232,21134,municipality,2000
3400318400,"Dumont borough, Bergen County, New Jersey",34003,INJ,1969,279,1786,11767,13553,29,135,9355,municipality,2010
3400319510,"East Rutherford borough, Bergen County, New Jersey",34003,INJ,1438,464,1308,12746,14054,12,180,10652,municipality,2000
