id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
3610563176,"Rockland town, Sullivan County, New York",36105,MHV,1420,2432,1012,2634,54,49,322,2968,23,3290,159,2683,municipality,2020
3610573627,"Thompson town, Sullivan County, New York",36105,MHV,6478,10023,3545,12656,572,2638,3719,12831,232,16550,844,8545,municipality,2020
3610575759,"Tusten town, Sullivan County, New York",36105,MHV,654,1140,486,1164,27,31,96,1309,8,1405,46,1197,municipality,2020
3611120247,"Denning town, Ulster County, New York",36111,MHV,219,501,282,426,3,12,30,463,8,493,40,400,municipality,2020
3611124691,"Esopus town, Ulster County, New York",36111,MHV,3668,4089,421,7856,111,401,603,8945,46,9548,473,7914,municipality,2020
3611128255,"Gardiner town, Ulster County, New York",36111,MHV,2302,2672,370,4563,96,83,452,5158,39,5610,283,4657,municipality,2020
3611132116,"Hardenburgh town, Ulster County, New York",36111,MHV,101,301,200,186,13,1,14,207,0,221,1,192,municipality,2020
3611137143,"Hurley town, Ulster County, New York",36111,MHV,2718,3079,361,5166,114,107,356,5822,57,6178,257,5287,municipality,2020
3611139727,"Kingston city, Ulster County, New York",36111,MHV,10407,11571,1164,19217,630,2956,4107,19962,193,24069,1560,14623,municipality,2020
3611139738,"Kingston town, Ulster County, New York",36111,MHV,422,477,55,770,9,10,64,869,9,933,45,796,municipality,2020
3611142994,"Lloyd town, Ulster County, New York",36111,MHV,4438,4785,347,8996,324,681,1157,9976,89,11133,453,8429,municipality,2020
3611145458,"Marbletown town, Ulster County, New York",36111,MHV,2503,3080,577,4782,112,66,310,5348,44,5658,255,4871,municipality,2020
3611145722,"Marlborough town, Ulster County, New York",36111,MHV,3426,3794,368,6969,99,494,1022,7690,35,8712,298,6764,municipality,2020
3611150562,"New Paltz town, Ulster County, New York",36111,MHV,4906,5358,452,12341,775,751,1835,12572,258,14407,542,10246,municipality,2020
3611154749,"Olive town, Ulster County, New York",36111,MHV,1923,2564,641,3565,59,47,248,3978,40,4226,192,3640,municipality,2020
3611158552,"Plattekill town, Ulster County, New York",36111,MHV,4032,4412,380,8272,87,521,2055,8369,104,10424,490,7167,municipality,2020
3611163011,"Rochester town, Ulster County, New York",36111,MHV,3046,4062,1016,5902,107,130,495,6777,60,7272,362,6118,municipality,2020
3611163737,"Rosendale town, Ulster County, New York",36111,MHV,2570,2931,361,4845,72,111,361,5421,50,5782,275,4913,municipality,2020
3611165299,"Saugerties town, Ulster County, New York",36111,MHV,8300,9370,1070,15713,280,386,1468,17570,94,19038,898,15912,municipality,2020
3611166597,"Shandaken town, Ulster County, New York",36111,MHV,1419,2482,1063,2436,51,36,230,2636,49,2866,144,2356,municipality,2020
3611166674,"Shawangunk town, Ulster County, New York",36111,MHV,4053,4418,365,11313,165,1082,1863,11700,88,13563,428,9937,municipality,2020
3611175935,"Ulster town, Ulster County, New York",36111,MHV,5229,5714,485,10438,320,592,1176,11484,103,12660,622,9847,municipality,2020
3611178828,"Wawarsing town, Ulster County, New York",36111,MHV,4504,5943,1439,10240,193,1569,2925,9846,144,12771,639,7301,municipality,2020
3611183052,"Woodstock town, Ulster County, New York",36111,MHV,3135,4250,1115,5461,158,116,348,5939,59,6287,281,5325,municipality,2020
3611905320,"Bedford town, Westchester County, New York",36119,LHV,5758,6314,556,13389,589,726,2910,14399,127,17309,533,12424,municipality,2020
3611918410,"Cortlandt town, Westchester County, New York",36119,LHV,15288,16229,941,33695,1679,2494,8547,33998,322,42545,1562,27941,municipality,2020
3611921820,"Eastchester town, Westchester County, New York",36119,LHV,13595,14410,815,26385,3200,1036,3117,31524,214,34641,1222,25852,municipality,2020
3611930367,"Greenburgh town, Westchester County, New York",36119,LHV,35776,37565,1789,74939,11602,10141,16821,78576,863,95397,3670,52300,municipality,2020
3611932413,"Harrison town, Westchester County, New York",36119,LHV,8747,9274,527,21601,3231,745,4402,23816,196,28218,864,18780,municipality,2020
3611942136,"Lewisboro town, Westchester County, New York",36119,LHV,4495,4867,372,9562,435,191,969,11296,79,12265,484,10107,municipality,2020
3611944842,"Mamaroneck town, Westchester County, New York",36119,LHV,11423,11969,546,23362,1544,921,5671,26087,283,31758,1249,22090,municipality,2020
3611948895,"Mount Kisco town, Westchester County, New York",36119,LHV,4271,4465,194,8720,513,439,4569,6390,88,10959,274,5076,municipality,2020
3611949011,"Mount Pleasant town, Westchester County, New York",36119,LHV,14595,15221,626,34534,2501,1260,9259,35177,270,44436,1216,29930,municipality,2020
3611949121,"Mount Vernon city, Westchester County, New York",36119,LHV,28286,30350,2064,58572,1398,44655,14003,59890,1620,73893,3140,9077,municipality,2020
3611950078,"New Castle town, Westchester County, New York",36119,LHV,5918,6160,242,13155,2144,267,1243,17068,132,18311,701,13824,municipality,2020
3611950617,"New Rochelle city, Westchester County, New York",36119,LHV,28702,30531,1829,63189,3859,14324,26257,53469,1002,79726,2275,32009,municipality,2020
3611951693,"North Castle town, Westchester County, New York",36119,LHV,4098,4310,212,9335,793,196,1448,10960,60,12408,400,9511,municipality,2020
3611953517,"North Salem town, Westchester County, New York",36119,LHV,1887,2126,239,4191,120,83,594,4649,30,5243,146,4270,municipality,2020
3611955541,"Ossining town, Westchester County, New York",36119,LHV,14077,14975,898,31785,2195,4096,14493,25568,284,40061,1061,17932,municipality,2020
3611956979,"Peekskill city, Westchester County, New York",36119,LHV,9813,10464,651,20104,725,4693,11160,14271,272,25431,861,7720,municipality,2020
3611957012,"Pelham town, Westchester County, New York",36119,LHV,4323,4490,167,9331,844,717,1656,11422,188,13078,643,9030,municipality,2020
3611959685,"Pound Ridge town, Westchester County, New York",36119,LHV,1860,2076,216,4009,165,65,344,4738,22,5082,222,4264,municipality,2020
3611964309,"Rye city, Westchester County, New York",36119,LHV,5654,6038,384,11682,1185,189,1388,15204,73,16592,705,13052,municipality,2020
3611964320,"Rye town, Westchester County, New York",36119,LHV,16909,17678,769,38058,1961,1757,23918,25695,494,49613,1267,20216,municipality,2020
3611965442,"Scarsdale town, Westchester County, New York",36119,LHV,5510,5747,237,12603,3816,220,922,17331,134,18253,912,12249,municipality,2020
3611968308,"Somers town, Westchester County, New York",36119,LHV,8457,9010,553,17390,776,278,1907,19634,71,21541,597,17912,municipality,2020
3611981677,"White Plains city, Westchester County, New York",36119,LHV,24162,25494,1332,48238,4747,6746,19426,40133,589,59559,1809,26242,municipality,2020
3611984000,"Yonkers city, Westchester County, New York",36119,LHV,80548,85528,4980,166003,12915,33509,89065,122504,2197,211569,4913,68970,municipality,2020
3611984077,"Yorktown town, Westchester County, New York",36119,LHV,13144,13672,528,28610,1970,1262,5245,31324,208,36569,978,26906,municipality,2020
0,United States,,,126817580,140498736,13681156,258343281,19618719,39940338,62080044,269369237,4563550,331449281,13548983,191697647,nation,2020
9001,"Fairfield County, Connecticut",9001,CT,324232,339466,15234,656353,28473,84724,104835,777732,4687,882567,14696,645152,county,2000
9005,"Litchfield County, Connecticut",9005,CT,71551,79267,7716,137347,2107,1837,3894,178299,517,182193,1684,172154,county,2000
9009,"New Haven County, Connecticut",9009,CT,319040,340732,21692,622329,19061,89286,83131,740877,3544,824008,12445,616541,county,2000
34003,"Bergen County, New Jersey",34003,INJ,330817,339820,9003,681064,93979,44149,91377,792741,2620,884118,13040,638953,county,2000
34013,"Essex County, New Jersey",34013,INJ,283736,301011,17275,586683,29141,319883,122347,671286,5220,793633,18334,298708,county,2000
34017,"Hudson County, New Jersey",34017,INJ,230546,240618,10072,471477,56370,74040,242123,366852,4768,608975,16458,215216,county,2000
34019,"Hunterdon County, New Jersey",34019,ONJ,43678,45032,1354,90615,2332,2638,3371,118618,261,121989,914,112473,county,2000
34021,"Mercer County, New Jersey",34021,ONJ,125807,133280,7473,266424,17250,67922,33898,316863,1229,350761,5178,225284,county,2000
34023,"Middlesex County, New Jersey",34023,INJ,265815,273637,7822,572534,103788,64435,101940,648222,3057,750162,12405,464537,county,2000
34025,"Monmouth County, New Jersey",34025,ONJ,224236,240884,16648,454959,24257,47745,38175,577126,1728,615301,7494,495902,county,2000
34027,"Morris County, New Jersey",34027,INJ,169711,174379,4668,353374,29310,12506,36626,433586,1173,470212,5015,385582,county,2000
34029,"Ocean County, New Jersey",34029,ONJ,200402,248711,48309,391870,6426,14431,25638,485278,967,510916,4280,459174,county,2000
34031,"Passaic County, New Jersey",34031,INJ,163856,170048,6192,361563,17747,60528,146492,342557,2081,489049,10514,251687,county,2000
34035,"Somerset County, New Jersey",34035,INJ,108984,112023,3039,221499,24870,21571,25811,271679,885,297490,3769,220584,county,2000
34037,"Sussex County, New Jersey",34037,ONJ,50831,56528,5697,103948,1723,1444,4822,139344,279,144166,1274,134624,county,2000
34039,"Union County, New Jersey",34039,INJ,186124,192945,6821,392600,19789,104926,103011,419530,2130,522541,9340,283345,county,2000
34041,"Warren County, New Jersey",34041,ONJ,38660,41157,2497,75747,1235,1838,3751,98686,223,102437,985,94405,county,2000
36005,"Bronx County, New York",36005,NYC,463212,490659,27447,935278,38558,416338,644705,687945,12189,1332650,27209,193651,county,2000
36027,"Dutchess County, New York",36027,MHV,99536,106103,6567,209882,6990,25059,18060,262090,1005,280150,4123,224913,county,2000
36047,"Kings County, New York",36047,NYC,880727,930866,50139,1802827,184291,848583,487878,1977448,21354,2465326,68688,854532,county,2000
36059,"Nassau County, New York",36059,LI,447387,458151,10764,1005465,62744,129860,133282,1201262,4597,1334544,17114,986947,county,2000
36061,"New York County, New York",36061,NYC,738644,798144,59500,1279279,143291,234698,417816,1119379,8573,1537195,28944,703873,county,2000
36071,"Orange County, New York",36071,MHV,114788,122754,7966,242211,5054,25567,39738,301629,1390,341367,4858,264760,county,2000
36079,"Putnam County, New York",36079,LHV,32703,35030,2327,70371,1157,1437,5976,89769,244,95745,958,85973,county,2000
36081,"Queens County, New York",36081,NYC,782664,817250,34586,1720155,389303,422831,556605,1672774,35234,2229379,92511,732895,county,2000
36085,"Richmond County, New York",36085,NYC,156341,163993,7652,330470,24786,39704,53550,390178,1575,443728,7797,316316,county,2000
36087,"Rockland County, New York",36087,LHV,92675,94973,2298,206467,15707,30139,29182,257571,1100,286753,4972,205653,county,2000
36103,"Suffolk County, New York",36103,LI,469299,522323,53024,1049288,34355,93262,149411,1269958,5458,1419369,18478,1118405,county,2000
36105,"Sullivan County, New York",36105,MHV,27661,44730,17069,55514,810,5897,6839,67127,332,73966,863,59225,county,2000
36111,"Ulster County, New York",36111,MHV,67499,77656,10157,135978,2169,9044,10941,166808,794,177749,2737,152064,county,2000
36119,"Westchester County, New York",36119,LHV,337142,349445,12303,692662,40941,125227,144124,779335,4385,923459,17006,591776,county,2000
9001,"Fairfield County, Connecticut",9001,CT,335545,361221,25676,689810,41801,92705,155025,761804,6918,916829,13664,606716,county,2010
9005,"Litchfield County, Connecticut",9005,CT,76640,87550,10910,148975,2877,2206,8535,181392,564,189927,2342,173403,county,2010
9009,"New Haven County, Connecticut",9009,CT,334502,362004,27502,669503,29933,101763,129743,732734,4381,862477,14273,582384,county,2010
36047,"Kings County, New York",36047,NYC,916856,1000293,83437,1910322,260129,799066,496285,2008415,15904,2504700,40010,893306,county,2010
36059,"Nassau County, New York",36059,LI,448528,468346,19818,1027952,101558,141305,195355,1144177,6316,1339532,17689,877309,county,2010
36061,"New York County, New York",36061,NYC,763846,847090,83244,1351438,177624,205340,403577,1182296,7882,1585873,29957,761493,county,2010
36079,"Putnam County, New York",36079,LHV,35041,38224,3183,76060,1832,2047,11661,88049,306,99710,1155,82709,county,2010
36071,"Orange County, New York",36071,MHV,125925,137025,11100,271284,8685,33895,67185,305628,1785,372813,7004,254259,county,2010
36081,"Queens County, New York",36081,NYC,780117,835127,55010,1768821,508334,395881,613750,1616972,39923,2230722,56107,616727,county,2010
36085,"Richmond County, New York",36085,NYC,165516,176656,11140,359529,34697,44313,81051,387679,1860,468730,6640,300169,county,2010
36087,"Rockland County, New York",36087,LHV,99242,104057,4815,224107,19099,34623,48783,262904,1139,311687,4373,203670,county,2010
36103,"Suffolk County, New York",36103,LI,499922,569985,70063,1135680,50295,102117,246239,1247111,6222,1493350,19749,1068728,county,2010
36105,"Sullivan County, New York",36105,MHV,30139,49186,19047,59971,1033,6349,10554,66993,431,77547,1400,57780,county,2010
36111,"Ulster County, New York",36111,MHV,71049,83638,12589,145677,3060,9982,15909,166584,787,182493,3656,149099,county,2010
36119,"Westchester County, New York",36119,LHV,347232,370821,23589,721113,51123,126585,207032,742081,5116,949113,14694,544563,county,2010
34041,"Warren County, New Jersey",34041,ONJ,41480,44925,3445,83084,2642,3592,7659,101033,266,108692,1368,93165,county,2010
34035,"Somerset County, New Jersey",34035,INJ,117759,123127,5368,242609,45473,27480,42091,281353,1143,323444,5408,201849,county,2010
34037,"Sussex County, New Jersey",34037,ONJ,54752,62057,7305,113492,2605,2448,9617,139648,340,149265,1771,132484,county,2010
34039,"Union County, New Jersey",34039,INJ,188118,199489,11371,405241,24496,111705,146704,389795,2932,536499,7350,243312,county,2010
36005,"Bronx County, New York",36005,NYC,483449,511896,28447,1016912,47335,416695,741413,643695,12494,1385108,15962,151209,county,2010
36027,"Dutchess County, New York",36027,MHV,107965,118638,10673,231519,10330,27395,31267,266221,1270,297488,5414,221812,county,2010
34021,"Mercer County, New Jersey",34021,ONJ,133155,143169,10014,283531,32545,71378,55318,311195,1311,366513,6052,199909,county,2010
34023,"Middlesex County, New Jersey",34023,INJ,281186,294800,13614,624401,172534,71557,148975,660883,4069,809858,13999,398724,county,2010
34025,"Monmouth County, New Jersey",34025,ONJ,233983,258410,24427,480081,31018,43931,60939,569441,2518,630380,8539,483435,county,2010
34027,"Morris County, New Jersey",34027,INJ,180534,189842,9308,374581,43862,14134,56482,435794,1245,492276,7002,369551,county,2010
34029,"Ocean County, New Jersey",34029,ONJ,221111,278052,56941,441648,9924,16583,47783,528784,1104,576567,5639,495534,county,2010
34003,"Bergen County, New Jersey",34003,INJ,335730,352388,16658,700711,130491,46850,145281,759835,3610,905116,12831,566053,county,2010
34019,"Hunterdon County, New Jersey",34019,ONJ,47169,49487,2318,98132,4155,3233,6722,121627,290,128349,1342,112607,county,2010
34013,"Essex County, New Jersey",34013,INJ,283712,312954,29242,589051,35292,308358,159117,624852,7807,783969,13218,260177,county,2010
34017,"Hudson County, New Jersey",34017,INJ,246437,270335,23898,503104,83825,71315,267853,366413,5362,634266,10401,195510,county,2010
34031,"Passaic County, New Jersey",34031,INJ,166785,175966,9181,376613,24556,55480,185677,315549,2190,501226,6179,227144,county,2010
CT,Connecticut,0<NA>,CT,714823,759465,44642,1416029,49641,175847,191860,1696908,8748,1888768,28825,1433847,subregion,2000
CT,Connecticut,0<NA>,CT,746687,810775,64088,1508288,74611,196674,293303,1675930,11863,1969233,30279,1362503,subregion,2010
INJ,Inner New Jersey,0<NA>,INJ,1739589,1804481,64892,3640794,374994,702038,869727,3946453,21934,4816180,88875,2758612,subregion,2000
INJ,Inner New Jersey,0<NA>,INJ,1800261,1918901,118640,3816311,560529,706879,1152180,3834474,28358,4986654,76388,2462320,subregion,2010
LHV,Lower Hudson Valley,0<NA>,LHV,462520,479448,16928,969500,57805,156803,179282,1126675,5729,1305957,22936,883402,subregion,2000
LHV,Lower Hudson Valley,0<NA>,LHV,481515,513102,31587,1021280,72054,163255,267476,1093034,6561,1360510,20222,830942,subregion,2010
LI,Long Island,0<NA>,LI,916686,980474,63788,2054753,97099,223122,282693,2471220,10055,2753913,35592,2105352,subregion,2000
LI,Long Island,0<NA>,LI,948450,1038331,89881,2163632,151853,243422,441594,2391288,12538,2832882,37438,1946037,subregion,2010
MHV,Mid Hudson Valley,0<NA>,MHV,309484,351243,41759,643585,15023,65567,75578,797654,3521,873232,12581,700962,subregion,2000
MHV,Mid Hudson Valley,0<NA>,MHV,335078,388487,53409,708451,23108,77621,124915,805426,4273,930341,17474,682950,subregion,2010
NYC,New York City,0<NA>,NYC,3021588,3200912,179324,6068009,780229,1962154,2160554,5847724,78925,8008278,225149,2801267,subregion,2000
NYC,New York City,0<NA>,NYC,3109784,3371062,261278,6407022,1028119,1861295,2336076,5839057,78063,8175133,148676,2722904,subregion,2010
ONJ,Outer New Jersey,0<NA>,ONJ,683614,765592,81978,1383563,53223,136018,109655,1735915,4687,1845570,20125,1521862,subregion,2000
ONJ,Outer New Jersey,0<NA>,ONJ,731650,836100,104450,1499968,82889,141165,188038,1771728,5829,1959766,24711,1517134,subregion,2010
us,United States,0<NA>,,105480101,115904641,10424540,209128094,10123169,33947837,35305818,246116088,2890162,281421906,4602146,194552774,nation,2000
